,source,target,weight,p_value
0,Androgen,TMPRSS2,11.490631,0.0
1,Androgen,NKX3-1,10.622551,2.2e-44
2,Androgen,MBOAT2,10.472733,4.6e-44
3,Androgen,KLK2,10.176186,1.94441e-40
4,Androgen,SARG,11.386852,2.79021e-40
5,Androgen,SLC38A4,7.363805,1.253072e-39
6,Androgen,MTMR9,6.1306458,2.534403e-38
7,Androgen,ZBTB16,10.614437,1.5671525e-36
8,Androgen,KCNN2,9.473199,7.711872e-36
9,Androgen,OPRK1,-5.6260734,1.11424474e-35
10,Androgen,ADAM7,3.1117454,3.1144558e-32
11,Androgen,ABCC4,9.374285,2.0095212e-31
12,Androgen,MYBPC1,4.6085787,6.807278e-31
13,Androgen,EAF2,6.944907,7.8419645e-31
14,Androgen,KLK3,14.606841,9.196045e-31
15,Androgen,OTULINL,7.7082176,3.9372027e-30
16,Androgen,PEX10,5.74946,1.4105707e-29
17,Androgen,SI,-5.795003,3.986077e-29
18,Androgen,SNAI2,19.821508,8.1523886e-29
19,Androgen,CAMKK2,3.739544,2.59013e-28
20,Androgen,BMPR1B,4.6340847,6.182863e-28
21,Androgen,F5,6.087826,1.2047765e-27
22,Androgen,LIFR,8.6125145,1.1334487e-26
23,Androgen,MAK,5.313673,4.1768647e-26
24,Androgen,GNMT,5.6726384,9.326385e-25
25,Androgen,MPC2,5.8883133,1.2205344e-24
26,Androgen,CTNNA2,3.8691266,1.5381996e-24
27,Androgen,CLDN8,7.8261633,3.2981616e-24
28,Androgen,LRRFIP2,4.144187,1.8121048e-23
29,Androgen,LRRC31,-5.1810226,2.4785945e-23
30,Androgen,LPAR3,5.8482785,6.07584e-23
31,Androgen,SLC15A2,5.1399264,6.749757e-23
32,Androgen,ELL2,6.5675774,1.363369e-22
33,Androgen,IGF1R,5.011522,1.4527064e-21
34,Androgen,DNM1L,4.1886797,2.1356182e-21
35,Androgen,LRIG1,6.626072,3.9930896e-21
36,Androgen,SLITRK3,-3.3206437,1.5034623e-20
37,Androgen,KCNMA1,3.54242,2.3839983e-20
38,Androgen,NPPC,4.046116,7.793352e-20
39,Androgen,ELK4,2.733172,6.213062e-19
40,Androgen,MRPS18A,3.9249358,9.547068e-19
41,Androgen,CBLL1,5.3254375,1.0845261e-18
42,Androgen,AFF3,2.4800925,1.6895339e-18
43,Androgen,SGK1,12.816842,2.0550632e-18
44,Androgen,STK39,6.9341245,2.0842888e-18
45,Androgen,PMEPA1,10.998912,2.1276132e-18
46,Androgen,MALT1,6.669782,2.3631977e-18
47,Androgen,CDK8,-4.2908683,2.5141321e-18
48,Androgen,CROT,4.358307,2.7247762e-18
49,Androgen,PGC,4.7496333,4.111454e-18
50,Androgen,STEAP4,9.19434,6.5170392e-18
51,Androgen,NSMAF,3.2845445,6.959565e-18
52,Androgen,GPR63,-3.2275932,1.3055475e-17
53,Androgen,TLL1,-2.463918,1.5940659e-17
54,Androgen,MAF,5.8638716,1.8056603e-17
55,Androgen,DHCR24,6.8430085,2.6801969e-17
56,Androgen,FRK,4.7002487,2.993022e-17
57,Androgen,CENPN,8.491016,3.502872e-17
58,Androgen,SORD,5.777566,3.587296e-17
59,Androgen,IQGAP2,5.1244836,5.286369e-17
60,Androgen,MPHOSPH9,5.106199,5.472691e-17
61,Androgen,HOXC13,-3.634256,8.3011055e-17
62,Androgen,CHRNA2,3.3317015,8.7228975e-17
63,Androgen,CTBP1,-2.8921719,9.908482e-17
64,Androgen,KLF15,2.832534,1.1234677e-16
65,Androgen,ACSL3,8.258214,1.1906092e-16
66,Androgen,TPD52,4.5457115,3.18136e-16
67,Androgen,SPDEF,3.7509513,3.4528427e-16
68,Androgen,FZD5,4.6866198,3.9533484e-16
69,Androgen,GRIK1,-1.6465135,6.5751377e-16
70,Androgen,CSGALNACT1,6.8460345,6.872221e-16
71,Androgen,DNASE2B,3.0113287,6.8904415e-16
72,Androgen,PHF8,1.8696449,1.2008573e-15
73,Androgen,ARHGEF26,5.31108,1.5748758e-15
74,Androgen,UAP1,7.6223593,1.8448894e-15
75,Androgen,ECI2,4.268102,2.0814583e-15
76,Androgen,ADPRM,4.1334887,2.4499952e-15
77,Androgen,GRHL2,4.295725,3.2368742e-15
78,Androgen,ENDOD1,6.5161524,3.3774988e-15
79,Androgen,NCAPD3,8.440902,7.147745e-15
80,Androgen,AZGP1,5.8183503,8.182884e-15
81,Androgen,ACP3,-3.014728,9.002913e-15
82,Androgen,TSPAN3,-3.0469482,1.1254765e-14
83,Androgen,IGF1,2.6801176,1.2751416e-14
84,Androgen,PDE9A,2.9002094,1.5912171e-14
85,Androgen,SYTL2,-5.3895364,1.7075361e-14
86,Androgen,PPP2CB,2.352618,2.7706334e-14
87,Androgen,MYNN,-2.9188044,2.8020414e-14
88,Androgen,RAB3B,4.3931,3.3149864e-14
89,Androgen,SEC14L2,4.3885274,3.44313e-14
90,Androgen,PSMD8,3.6573284,3.631305e-14
91,Androgen,UBE2J1,3.760021,3.795808e-14
92,Androgen,FUT8,-4.4059534,7.248718e-14
93,Androgen,PAK1IP1,7.6919317,9.4615965e-14
94,Androgen,MANEA,-4.0041466,1.1670115e-13
95,Androgen,GCG,-2.171336,1.2516297e-13
96,Androgen,SELENOP,6.3367805,1.2801464e-13
97,Androgen,TRPM8,3.8354187,1.4750217e-13
98,Androgen,SCAP,2.929211,1.5947097e-13
99,Androgen,MCCC2,2.8080049,2.008381e-13
100,EGFR,LZTFL1,-1.8738769,2.0809955e-18
101,EGFR,PHLDA2,3.5051384,2.0530624e-17
102,EGFR,DUSP6,12.6293125,6.537324e-17
103,EGFR,DUSP5,7.9430394,6.86669e-17
104,EGFR,PHLDA1,6.619626,3.4106933e-16
105,EGFR,CRIPT,-2.0449378,3.7781314e-16
106,EGFR,DUSP4,6.96718,5.4875056e-16
107,EGFR,EPHA2,5.4111843,6.199383e-16
108,EGFR,MCCC1,-2.1703236,3.2000062e-15
109,EGFR,HAS3,2.9237378,4.8987215e-15
110,EGFR,VAV3,-3.386485,5.049612e-15
111,EGFR,FOSL1,7.64783,6.806465e-15
112,EGFR,SENP7,-2.1103437,1.0328673e-14
113,EGFR,BZW1,2.746152,1.0816094e-14
114,EGFR,EGR4,2.9530764,3.1981003e-14
115,EGFR,POT1,-1.8333008,4.841246e-14
116,EGFR,LAMC2,3.9201157,6.321008e-14
117,EGFR,ATG2B,-1.6455804,7.2057045e-14
118,EGFR,NR1D2,-3.0832725,7.3112245e-14
119,EGFR,LARP7,-0.9170775,1.2447289e-13
120,EGFR,MYO1A,0.9947781,1.3820856e-13
121,EGFR,GOLPH3L,-2.741525,1.6256792e-13
122,EGFR,KIAA1522,-2.5069416,1.8561881e-13
123,EGFR,ADORA1,1.26781,2.6954093e-13
124,EGFR,RABGAP1,-1.2694002,2.6958142e-13
125,EGFR,SYF2,-1.4076358,3.137143e-13
126,EGFR,BBIP1,-1.1843189,3.592745e-13
127,EGFR,PCMTD2,-2.1953754,4.0342455e-13
128,EGFR,CHRNA10,0.6899809,4.6780494e-13
129,EGFR,MARF1,-2.2984686,4.765138e-13
130,EGFR,RETREG3,-2.1223178,5.5554975e-13
131,EGFR,PNP,4.64362,5.9753217e-13
132,EGFR,ATXN3,-1.2742786,6.11584e-13
133,EGFR,ETFDH,-1.6684587,6.390857e-13
134,EGFR,SPOCD1,4.2956896,6.905648e-13
135,EGFR,NBR1,-1.9972034,1.1358567e-12
136,EGFR,TRIB1,3.9177945,1.1973904e-12
137,EGFR,ELF2,-1.3429286,1.2698948e-12
138,EGFR,PLEK2,3.439257,1.4464429e-12
139,EGFR,CLDN8,-2.0187078,1.9898874e-12
140,EGFR,ZNF224,-1.3973099,2.0746794e-12
141,EGFR,CBARP,0.9794425,2.5590335e-12
142,EGFR,RNF146,-2.1708212,2.5825e-12
143,EGFR,EAPP,-2.2398996,2.724264e-12
144,EGFR,BSDC1,-1.269369,2.7954698e-12
145,EGFR,RAB33B,-1.7836428,3.0490757e-12
146,EGFR,MBTPS1,-1.4066014,3.4606664e-12
147,EGFR,MDFI,1.160109,4.0640113e-12
148,EGFR,KCNF1,1.5758758,4.139418e-12
149,EGFR,RBM48,-1.0537742,4.1642306e-12
150,EGFR,KLHDC2,-3.5939298,5.3362536e-12
151,EGFR,AEN,2.987403,5.3670657e-12
152,EGFR,PWP2,1.1724883,5.5922563e-12
153,EGFR,DYNC2LI1,-1.4302386,6.1040574e-12
154,EGFR,CCDC28A,-3.1018147,6.800547e-12
155,EGFR,EFHC1,-2.0346036,7.098563e-12
156,EGFR,XRCC3,1.4879571,7.443977e-12
157,EGFR,SPATA2L,1.7564976,7.557239e-12
158,EGFR,SLC45A3,1.9024389,8.612088e-12
159,EGFR,WDR19,-1.4937894,8.978148e-12
160,EGFR,TRH,0.77196467,9.4074635e-12
161,EGFR,TMEM59,-1.8640665,9.4245705e-12
162,EGFR,CEPT1,-0.99459374,1.2027885e-11
163,EGFR,ZNF75D,-1.3158195,1.4412897e-11
164,EGFR,TUBB4B,4.0845103,1.656305e-11
165,EGFR,HMOX2,1.719638,1.7181624e-11
166,EGFR,ODC1,4.6785507,1.727654e-11
167,EGFR,EXD3,0.7799245,1.7501037e-11
168,EGFR,RCOR3,-1.6707724,1.7571456e-11
169,EGFR,ZNF350,-1.2635001,2.1643723e-11
170,EGFR,DCAF13,1.434233,2.2202644e-11
171,EGFR,N4BP2L2,-1.5940146,2.3300353e-11
172,EGFR,AJUBA,-3.1932647,2.3959385e-11
173,EGFR,MMUT,-1.6908696,2.4575925e-11
174,EGFR,CFL1,1.3292454,2.778532e-11
175,EGFR,GPR75,1.0370395,2.8023842e-11
176,EGFR,TRIM52,-2.0121603,3.2450403e-11
177,EGFR,ZNF451,-1.0560069,4.214409e-11
178,EGFR,GRAMD1C,-2.797092,4.4443314e-11
179,EGFR,C2CD5,-1.939043,5.2456872e-11
180,EGFR,ZNF571,-1.9039669,6.067183e-11
181,EGFR,ZBED8,-3.1168487,6.2768506e-11
182,EGFR,PTHLH,3.6139767,6.995018e-11
183,EGFR,CARF,-1.601284,8.6728874e-11
184,EGFR,SH2D5,2.432133,8.678847e-11
185,EGFR,ZSCAN31,-3.1000917,8.8666095e-11
186,EGFR,MYEOV,1.7266325,9.2220696e-11
187,EGFR,PNISR,-1.595388,1.00011256e-10
188,EGFR,TTC33,-1.384409,1.024023e-10
189,EGFR,DSPP,2.350387,1.08195654e-10
190,EGFR,ANAPC16,-1.8210183,1.1932676e-10
191,EGFR,EGR3,6.2714157,1.2871065e-10
192,EGFR,FOXN3,-1.679543,1.2927046e-10
193,EGFR,PEX1,-1.6616625,1.4416772e-10
194,EGFR,TOMM34,1.8059788,1.5100002e-10
195,EGFR,ABHD18,-1.2730325,1.5579052e-10
196,EGFR,NPNT,-1.871356,1.6012182e-10
197,EGFR,SUDS3,-2.1953197,1.609849e-10
198,EGFR,GABARAPL1,-2.9596434,1.6825617e-10
199,EGFR,AUH,-2.1940036,1.7036464e-10
200,Estrogen,GREB1,17.240173,0.0
201,Estrogen,RET,10.718027,0.0
202,Estrogen,TFF1,14.430255,0.0
203,Estrogen,HEY2,11.482369,3.1e-44
204,Estrogen,RAPGEFL1,10.544896,5.2e-43
205,Estrogen,PGR,8.528142,1.3755e-41
206,Estrogen,C5AR2,4.733054,2.3574293e-38
207,Estrogen,CXCL12,12.477674,3.0386493e-36
208,Estrogen,TPD52L1,10.085513,1.9321148e-34
209,Estrogen,NPY1R,10.664506,1.577994e-33
210,Estrogen,MYB,9.42778,9.916281e-32
211,Estrogen,CALCR,5.3962736,9.4284935e-31
212,Estrogen,IL17RB,11.418986,1.0921676e-29
213,Estrogen,SNX24,6.899356,2.9917348e-29
214,Estrogen,ARL3,3.950948,5.3211422e-27
215,Estrogen,TGFB3,-5.330268,1.6415908e-25
216,Estrogen,OLFM1,3.752433,1.0493888e-24
217,Estrogen,NKAIN1,4.7315454,1.6800956e-24
218,Estrogen,FKBP4,8.25833,3.7141094e-24
219,Estrogen,IGFBP4,11.651491,5.1966137e-24
220,Estrogen,ERBB3,-4.8807406,5.7145325e-24
221,Estrogen,CTNND2,-3.5546641,1.4850608e-23
222,Estrogen,SIAH2,9.436761,3.4326247e-23
223,Estrogen,SLC22A5,7.7382956,4.6545775e-23
224,Estrogen,NR5A2,5.150062,2.4505926e-21
225,Estrogen,MSMB,4.549081,3.0128602e-21
226,Estrogen,ELOVL2,8.690577,3.1037725e-21
227,Estrogen,COMT,-3.0546858,5.2539863e-21
228,Estrogen,CELSR2,8.669144,2.3706749e-20
229,Estrogen,EPS15L1,3.1416445,2.6813803e-20
230,Estrogen,GLA,8.441858,1.7579223e-19
231,Estrogen,DSCAM,4.14288,2.869269e-19
232,Estrogen,ABCC5,-4.8549876,5.5361523e-19
233,Estrogen,PRSS23,8.755223,6.9923697e-19
234,Estrogen,RLN2,6.718523,5.2149213e-18
235,Estrogen,SLC25A24,3.6654816,5.6036676e-18
236,Estrogen,DEPTOR,7.4637785,2.9651272e-17
237,Estrogen,NRIP1,10.020011,3.4535863e-17
238,Estrogen,PCP4,6.365201,4.7761127e-17
239,Estrogen,ARMCX6,3.3639023,1.043481e-16
240,Estrogen,MISP,-4.3341684,1.286119e-16
241,Estrogen,CA12,8.413578,1.5796897e-16
242,Estrogen,EPB41L5,-3.4345114,1.8736972e-16
243,Estrogen,MYO1B,-5.474189,1.9264342e-16
244,Estrogen,SH3BP4,-4.8777423,2.2083548e-16
245,Estrogen,RNF43,-5.4159875,4.1440632e-16
246,Estrogen,TASOR2,4.935767,4.3494848e-16
247,Estrogen,DDX10,4.626958,5.029982e-16
248,Estrogen,MED13L,3.8374107,5.9603136e-16
249,Estrogen,UPK2,-3.3869224,7.3962615e-16
250,Estrogen,ADORA1,5.0237923,1.1241223e-15
251,Estrogen,KCNJ3,-2.982071,2.1743967e-15
252,Estrogen,ASB13,6.9939427,2.8647378e-15
253,Estrogen,PLPP2,-4.4747605,3.5219865e-15
254,Estrogen,CEP43,2.4684095,3.591259e-15
255,Estrogen,IL1R1,-6.8662496,4.027253e-15
256,Estrogen,XBP1,5.7153087,4.054296e-15
257,Estrogen,CAP2,5.011547,6.899049e-15
258,Estrogen,RHBDF1,-3.6584685,1.0258252e-14
259,Estrogen,ZNF552,2.8866172,2.1365566e-14
260,Estrogen,CAB39L,-4.126312,2.2082996e-14
261,Estrogen,RAB27B,-5.889146,2.7113636e-14
262,Estrogen,PLAC1,5.067116,3.093024e-14
263,Estrogen,RAB9A,-6.007773,1.0146319e-13
264,Estrogen,HDAC7,-2.037488,1.4671032e-13
265,Estrogen,ZDHHC7,-4.8309326,3.3001724e-13
266,Estrogen,SIDT1,-4.2320466,4.448405e-13
267,Estrogen,RARA,3.0215802,5.513051e-13
268,Estrogen,FAM102A,5.7608385,5.784984e-13
269,Estrogen,WWC1,5.587438,7.034255e-13
270,Estrogen,ELF5,-3.2164443,1.2319536e-12
271,Estrogen,CTR9,4.823182,1.4918313e-12
272,Estrogen,KIAA0513,-3.6231549,1.4924883e-12
273,Estrogen,SEC14L2,5.239078,1.5237945e-12
274,Estrogen,MYH14,-2.1365461,2.2263632e-12
275,Estrogen,MPPED2,3.9150217,2.2657488e-12
276,Estrogen,RBBP8,6.834003,2.5389584e-12
277,Estrogen,TLE1,-4.1021724,2.6296823e-12
278,Estrogen,TMEM135,-3.5032015,2.7185884e-12
279,Estrogen,FRK,4.9003773,3.957082e-12
280,Estrogen,ADCY9,3.247882,4.045274e-12
281,Estrogen,EGR3,16.077698,4.549578e-12
282,Estrogen,TIAM1,4.4734836,4.8767e-12
283,Estrogen,CASP9,-2.4353883,4.8914995e-12
284,Estrogen,CLDN9,-2.0848145,7.587571e-12
285,Estrogen,WFS1,4.2163954,8.664604e-12
286,Estrogen,SLC7A5,11.224069,8.831471e-12
287,Estrogen,PPIF,10.130802,9.094633e-12
288,Estrogen,CLDN4,-3.828217,9.189777e-12
289,Estrogen,GATA3,-6.0046873,9.25937e-12
290,Estrogen,RCL1,4.2192473,1.0870539e-11
291,Estrogen,PIK3R3,-5.497496,1.1168591e-11
292,Estrogen,SLC9A1,-2.5944266,1.1574206e-11
293,Estrogen,SDK2,1.8770462,1.1889739e-11
294,Estrogen,TACC1,-3.3748674,1.8333257e-11
295,Estrogen,ATP2A3,-2.8820257,1.8503218e-11
296,Estrogen,ESR1,-1.3044524,2.0958908e-11
297,Estrogen,KCNK5,4.656828,2.1382467e-11
298,Estrogen,SGCG,-4.1818132,2.2788911e-11
299,Estrogen,STC2,10.286052,2.2990944e-11
300,Hypoxia,FAM162A,8.335551,0.0
301,Hypoxia,NDRG1,22.08712,0.0
302,Hypoxia,ENO2,14.32694,0.0
303,Hypoxia,PDK1,13.120449,0.0
304,Hypoxia,ANKRD37,8.484976,0.0
305,Hypoxia,BNIP3L,14.120302,0.0
306,Hypoxia,ANKZF1,7.358163,0.0
307,Hypoxia,KDM3A,10.850753,1e-45
308,Hypoxia,INSIG2,13.562194,1e-45
309,Hypoxia,FUT11,11.170582,1e-45
310,Hypoxia,EGLN1,9.59445,4e-45
311,Hypoxia,GBE1,9.711499,4e-45
312,Hypoxia,PFKFB4,8.94027,4e-45
313,Hypoxia,PGK1,9.993992,1e-43
314,Hypoxia,HILPDA,16.707123,1.04e-43
315,Hypoxia,PLOD2,13.600144,1.22e-43
316,Hypoxia,RLF,7.0702853,1.39e-43
317,Hypoxia,ALDOC,13.161524,8.028e-42
318,Hypoxia,ERO1A,9.698198,1.12145e-40
319,Hypoxia,ALDOA,7.654678,2.45053e-40
320,Hypoxia,BNIP3,19.417974,6.84655e-40
321,Hypoxia,GPI,8.549581,8.57955e-40
322,Hypoxia,PLOD1,6.6102247,9.490972e-39
323,Hypoxia,SLC2A1,8.679154,1.2096834e-38
324,Hypoxia,KDM4B,3.6502094,1.4937721e-38
325,Hypoxia,ZNF395,8.060934,1.8327517e-38
326,Hypoxia,P4HA1,11.0676565,2.1186164e-36
327,Hypoxia,PPFIA4,10.837615,2.5442933e-36
328,Hypoxia,EGLN3,11.655728,2.3459014e-35
329,Hypoxia,VLDLR,10.266335,9.347068e-35
330,Hypoxia,VEGFA,10.612899,9.984956e-35
331,Hypoxia,EFNA3,4.21174,8.149923e-34
332,Hypoxia,PFKFB3,14.547192,1.763495e-33
333,Hypoxia,MXI1,10.860922,2.3351807e-33
334,Hypoxia,WDR45B,4.504362,3.5713807e-33
335,Hypoxia,WSB1,7.0242243,4.9814817e-33
336,Hypoxia,LDHA,7.6534505,1.1760701e-32
337,Hypoxia,AK4,9.693024,1.4415428e-32
338,Hypoxia,NCKIPSD,2.3369825,1.5579535e-32
339,Hypoxia,PGM1,7.8858347,8.0897333e-32
340,Hypoxia,SLC25A36,5.329044,1.2386252e-30
341,Hypoxia,YEATS2,5.3531275,1.9457902e-30
342,Hypoxia,ANGPTL4,12.640691,2.03186e-30
343,Hypoxia,TMEM45A,17.8768,2.2225952e-30
344,Hypoxia,NGLY1,3.5046086,2.7053869e-30
345,Hypoxia,VKORC1,5.4194336,5.9115265e-30
346,Hypoxia,SEC61G,4.7411127,3.8564286e-29
347,Hypoxia,ENO1,6.103863,4.3102752e-29
348,Hypoxia,C8orf58,3.1078715,7.005177e-29
349,Hypoxia,C4orf47,6.053301,3.3084421e-28
350,Hypoxia,MAPK7,2.6319046,3.8371564e-28
351,Hypoxia,PDK3,4.3997507,4.605345e-28
352,Hypoxia,CA9,13.961068,4.639828e-28
353,Hypoxia,ZNF292,6.023938,2.1916665e-27
354,Hypoxia,GAPDH,5.0465527,2.9127924e-27
355,Hypoxia,PFKP,9.233201,3.6729048e-27
356,Hypoxia,NRN1,6.7275167,1.02377644e-26
357,Hypoxia,SPAG4,10.213072,1.7278721e-26
358,Hypoxia,RIOK3,3.7303014,1.9677816e-26
359,Hypoxia,P4HA2,6.2803435,2.0225965e-26
360,Hypoxia,C4orf3,7.4379187,2.795219e-26
361,Hypoxia,ZNF160,2.7139242,1.6734005e-25
362,Hypoxia,WDR54,5.695502,1.6870152e-25
363,Hypoxia,MPI,3.5021653,2.1376957e-25
364,Hypoxia,CLK3,3.5640137,2.5447654e-25
365,Hypoxia,PFKL,3.5446165,2.7698112e-25
366,Hypoxia,ADM,17.825697,5.0502594e-25
367,Hypoxia,NOL3,3.9380295,5.994442e-25
368,Hypoxia,DARS1,3.670816,6.511082e-25
369,Hypoxia,PKM,4.7451797,7.276032e-25
370,Hypoxia,PGAM1,6.378265,7.456233e-25
371,Hypoxia,RAB20,4.2562604,1.1340831e-24
372,Hypoxia,SAP30,2.905751,1.5278077e-24
373,Hypoxia,LOX,7.461208,1.6621644e-24
374,Hypoxia,RBPJ,3.8514566,1.8306507e-24
375,Hypoxia,CRKL,2.5547342,2.2712254e-24
376,Hypoxia,NARF,4.095149,4.7307302e-24
377,Hypoxia,FBXO42,2.2572289,5.397749e-24
378,Hypoxia,RORA,4.508772,7.1806474e-24
379,Hypoxia,GYS1,4.9228635,1.3436486e-23
380,Hypoxia,RNF24,3.853059,3.469669e-23
381,Hypoxia,ZNF654,4.288062,3.6570796e-23
382,Hypoxia,PRSS53,1.9745063,4.0507455e-23
383,Hypoxia,FAM13A,5.0941796,6.6763804e-23
384,Hypoxia,POP4,-2.3144126,7.0824954e-23
385,Hypoxia,ZMPSTE24,-4.39234,1.3314466e-22
386,Hypoxia,PPP2R5B,3.4825833,1.52885e-22
387,Hypoxia,PAM,6.2642965,1.9949561e-22
388,Hypoxia,ZBTB25,3.4190588,2.1811492e-22
389,Hypoxia,TMX2,-3.697944,2.8849277e-22
390,Hypoxia,FLAD1,-3.2942166,3.8671976e-22
391,Hypoxia,CCNG2,7.3258405,5.8142704e-22
392,Hypoxia,QRSL1,-2.245298,6.844876e-22
393,Hypoxia,LOXL2,4.608768,7.2739584e-22
394,Hypoxia,DOLK,-3.4641716,1.0502602e-21
395,Hypoxia,KDM4C,2.258151,1.0592133e-21
396,Hypoxia,BCKDK,2.6450388,1.5261736e-21
397,Hypoxia,TBC1D9B,2.7205868,1.8674545e-21
398,Hypoxia,TPI1,3.7553823,2.2955524e-21
399,Hypoxia,STC2,8.036666,2.9325017e-21
400,JAK-STAT,OAS1,15.028714,1.058e-41
401,JAK-STAT,HERC6,8.769676,1.3450407e-38
402,JAK-STAT,OAS3,10.618842,1.2143582e-37
403,JAK-STAT,PLSCR1,8.481604,8.955206e-37
404,JAK-STAT,DDX60,12.198234,9.150971e-36
405,JAK-STAT,TRIM21,6.674188,1.2992654e-35
406,JAK-STAT,SP110,8.678713,2.1482558e-35
407,JAK-STAT,RIGI,12.965378,2.6504063e-35
408,JAK-STAT,RSAD2,22.898727,2.8011333e-35
409,JAK-STAT,STAT1,9.083937,3.5290556e-35
410,JAK-STAT,IFI44,12.450863,3.5348533e-35
411,JAK-STAT,IFIT1,27.851362,4.3554486e-34
412,JAK-STAT,IFI44L,18.867155,7.4630515e-34
413,JAK-STAT,OAS2,9.624826,1.0109572e-33
414,JAK-STAT,SP100,4.476509,1.0687981e-33
415,JAK-STAT,IFI35,10.598536,6.1554185e-33
416,JAK-STAT,MX2,11.818703,3.850784e-32
417,JAK-STAT,SAMHD1,7.133445,7.630416e-32
418,JAK-STAT,ISG15,20.039034,1.1613552e-31
419,JAK-STAT,DDX60L,7.202283,1.5558851e-31
420,JAK-STAT,IFI6,12.579695,8.6865986e-30
421,JAK-STAT,NMI,7.4326544,1.7514345e-29
422,JAK-STAT,USP18,12.178012,5.019336e-29
423,JAK-STAT,IFIT3,20.592306,5.589977e-29
424,JAK-STAT,IFI16,7.2845135,7.175708e-29
425,JAK-STAT,SAMD9,10.426219,8.974359e-29
426,JAK-STAT,EIF2AK2,5.7230163,2.2188945e-28
427,JAK-STAT,XAF1,8.780286,2.4039455e-28
428,JAK-STAT,MX1,19.38413,2.9048549e-28
429,JAK-STAT,BST2,8.104994,1.5063849e-27
430,JAK-STAT,IFIH1,8.3476925,2.3786055e-27
431,JAK-STAT,SLC25A28,3.9334617,4.074779e-27
432,JAK-STAT,SHFL,5.478126,3.4227867e-26
433,JAK-STAT,RTP4,9.451139,9.228591e-26
434,JAK-STAT,TDRD7,6.566647,1.30434e-25
435,JAK-STAT,IFI27,11.202655,1.6271745e-25
436,JAK-STAT,IFIT5,7.948069,2.3513524e-24
437,JAK-STAT,IFITM1,13.943094,2.4538376e-24
438,JAK-STAT,UBE2L6,8.215585,2.48256e-24
439,JAK-STAT,PML,3.6085253,4.9641273e-24
440,JAK-STAT,BATF2,8.613495,1.10851476e-23
441,JAK-STAT,EPSTI1,12.081617,1.2243236e-23
442,JAK-STAT,APOL2,3.6560576,3.1265467e-23
443,JAK-STAT,OASL,12.710727,6.5923314e-23
444,JAK-STAT,LAP3,7.3849587,9.215799e-23
445,JAK-STAT,SLC15A3,4.2607393,1.2184965e-22
446,JAK-STAT,IRF7,8.069374,3.0827265e-22
447,JAK-STAT,DHX58,4.909942,3.5634617e-22
448,JAK-STAT,HELZ2,4.7621517,5.9906395e-22
